 Morbidade Hospitalar do SUS - por local de residência - Brasil;;;;;;;;;;;;;;;;
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município;;;;;;;;;;;;;;;;
Período:Abr/2020;;;;;;;;;;;;;;;;
Município;Internações;AIH_aprovadas;Valor_total;Valor_serviços_hospitalares;Val_serv_hosp_-_compl_federal;Val_serv_hosp_-_compl_gestor;Valor_serviços_profissionais;Val_serv_prof_-_compl_federal;Val_serv_prof_-_compl_gestor;Valor_médio_AIH;Valor_médio_intern;Dias_permanência;Média_permanência;Óbitos;Taxa_mortalidade;Data
431645 Salto do Jacuí;77;77;61277,86;48106,57;-;-;13171,29;-;-;795,82;795,82;341;4,4;7;9,09;
431647 Salvador das Missões;22;22;22382,94;18424,59;-;-;3958,35;-;-;1017,41;1017,41;85;3,9;2;9,09;
431650 Salvador do Sul;20;20;23240,35;17685,68;-;-;5554,67;-;-;1162,02;1162,02;77;3,9;-;-;
431660 Sananduva;48;48;88223,53;73225,37;-;-;14998,16;-;-;1837,99;1837,99;270;5,6;2;4,17;
431710 Sant'Ana do Livramento;274;277;395301,42;322199,24;-;-;73102,18;-;-;1427,08;1442,71;1735;6,3;25;9,12;
431670 Santa Bárbara do Sul;34;34;38164,65;30237,87;-;-;7926,78;-;-;1122,49;1122,49;181;5,3;-;-;
431673 Santa Cecília do Sul;13;13;18588,57;16209,61;-;-;2378,96;-;-;1429,89;1429,89;41;3,2;-;-;
431675 Santa Clara do Sul;18;18;59880,37;47368,28;-;-;12512,09;-;-;3326,69;3326,69;146;8,1;2;11,11;
431680 Santa Cruz do Sul;545;545;777840,68;611134,76;-;-;166705,92;-;-;1427,23;1427,23;2481;4,6;29;5,32;
431697 Santa Margarida do Sul;6;6;5862,47;4891,2;-;-;971,27;-;-;977,08;977,08;39;6,5;-;-;
431690 Santa Maria;910;911;1696971,96;1401323,01;-;-;295648,95;-;-;1862,76;1864,8;8141;8,9;51;5,6;
431695 Santa Maria do Herval;15;15;39992,79;33947,85;-;-;6044,94;-;-;2666,19;2666,19;106;7,1;1;6,67;
431720 Santa Rosa;373;373;623089,75;508573,38;-;-;114516,37;-;-;1670,48;1670,48;1577;4,2;12;3,22;
431725 Santa Tereza;9;9;18087,41;15511,64;-;-;2575,77;-;-;2009,71;2009,71;35;3,9;2;22,22;
431730 Santa Vitória do Palmar;133;133;244405,99;200367,24;-;-;44038,75;-;-;1837,64;1837,64;720;5,4;12;9,02;
431700 Santana da Boa Vista;14;15;37829,37;31984,52;-;-;5844,85;-;-;2521,96;2702,1;162;11,6;1;7,14;
431740 Santiago;208;208;388314,99;317873,13;-;-;70441,86;-;-;1866,9;1866,9;1403;6,7;12;5,77;
431750 Santo Ângelo;406;406;757087,44;621890,16;-;-;135197,28;-;-;1864,75;1864,75;1672;4,1;28;6,9;
431760 Santo Antônio da Patrulha;188;188;426610,78;353407,9;-;-;73202,88;-;-;2269,21;2269,21;1224;6,5;10;5,32;
431770 Santo Antônio das Missões;43;43;153493,4;131385,07;-;-;22108,33;-;-;3569,61;3569,61;228;5,3;6;13,95;
431755 Santo Antônio do Palma;12;12;13552,78;10792,68;-;-;2760,1;-;-;1129,4;1129,4;40;3,3;-;-;
431775 Santo Antônio do Planalto;8;8;21835,92;19178,36;-;-;2657,56;-;-;2729,49;2729,49;69;8,6;1;12,5;
431780 Santo Augusto;67;67;74536,64;62419,47;-;-;12117,17;-;-;1112,49;1112,49;328;4,9;5;7,46;
431790 Santo Cristo;78;78;101800,98;87437,43;-;-;14363,55;-;-;1305,14;1305,14;339;4,3;4;5,13;
431795 Santo Expedito do Sul;18;18;34977,7;29376,98;-;-;5600,72;-;-;1943,21;1943,21;81;4,5;2;11,11;
431800 São Borja;453;453;519216,42;438392,84;-;-;80823,58;-;-;1146,17;1146,17;2004;4,4;24;5,3;
431805 São Domingos do Sul;20;20;19742,31;15413,01;-;-;4329,3;-;-;987,12;987,12;85;4,3;-;-;
431810 São Francisco de Assis;81;81;182229,9;151188,73;-;-;31041,17;-;-;2249,75;2249,75;646;8;7;8,64;
431820 São Francisco de Paula;122;122;136217,19;107878,76;-;-;28338,43;-;-;1116,53;1116,53;642;5,3;3;2,46;
431830 São Gabriel;334;334;397474,51;331502,63;-;-;65971,88;-;-;1190,04;1190,04;2057;6,2;25;7,49;
431840 São Jerônimo;158;158;273260,47;235337,33;-;-;37923,14;-;-;1729,5;1729,5;1261;8;12;7,59;
431842 São João da Urtiga;36;36;33946,72;28955,95;-;-;4990,77;-;-;942,96;942,96;175;4,9;-;-;
431843 São João do Polêsine;24;24;21547,73;18676,89;-;-;2870,84;-;-;897,82;897,82;115;4,8;-;-;
431844 São Jorge;13;13;21163,67;18304,83;-;-;2858,84;-;-;1627,97;1627,97;39;3;-;-;
431845 São José das Missões;12;12;19901,44;17312,45;-;-;2588,99;-;-;1658,45;1658,45;41;3,4;1;8,33;
431846 São José do Herval;6;6;7673,03;6685,69;-;-;987,34;-;-;1278,84;1278,84;42;7;1;16,67;
431848 São José do Hortêncio;15;15;38778,33;29294,13;-;-;9484,2;-;-;2585,22;2585,22;60;4;-;-;
431849 São José do Inhacorá;6;6;12390,1;10884,71;-;-;1505,39;-;-;2065,02;2065,02;12;2;-;-;
431850 São José do Norte;142;142;198670,95;159234,29;-;-;39436,66;-;-;1399,09;1399,09;945;6,7;8;5,63;
431860 São José do Ouro;54;54;58068;44044,06;-;-;14023,94;-;-;1075,33;1075,33;199;3,7;1;1,85;
431861 São José do Sul;2;2;2066,85;1634,73;-;-;432,12;-;-;1033,43;1033,43;8;4;-;-;
431862 São José dos Ausentes;12;12;10273,26;7825,92;-;-;2447,34;-;-;856,1;856,1;64;5,3;-;-;
431870 São Leopoldo;912;916;1687194,48;1416192,29;-;-;271002,19;-;-;1841,92;1849,99;5398;5,9;78;8,55;
431880 São Lourenço do Sul;206;206;255486,55;213195,62;-;-;42290,93;-;-;1240,23;1240,23;1499;7,3;18;8,74;
431890 São Luiz Gonzaga;187;187;275944,47;231099,95;-;-;44844,52;-;-;1475,64;1475,64;967;5,2;10;5,35;
431900 São Marcos;143;143;95196,82;76745,97;-;-;18450,85;-;-;665,71;665,71;417;2,9;8;5,59;
431910 São Martinho;37;37;51312,06;41129,17;-;-;10182,89;-;-;1386,81;1386,81;170;4,6;1;2,7;
431912 São Martinho da Serra;14;14;47755,27;41567,32;-;-;6187,95;-;-;3411,09;3411,09;118;8,4;1;7,14;
431915 São Miguel das Missões;25;25;62317,54;55224,81;-;-;7092,73;-;-;2492,7;2492,7;102;4,1;1;4;
431920 São Nicolau;23;23;29181,56;25493,13;-;-;3688,43;-;-;1268,76;1268,76;128;5,6;2;8,7;
431930 São Paulo das Missões;42;42;31516,22;26833,17;-;-;4683,05;-;-;750,39;750,39;197;4,7;-;-;
431935 São Pedro da Serra;8;8;6352,94;5062,96;-;-;1289,98;-;-;794,12;794,12;67;8,4;-;-;
431936 São Pedro das Missões;7;7;11983,5;10825,67;-;-;1157,83;-;-;1711,93;1711,93;21;3;-;-;
431937 São Pedro do Butiá;18;18;43742,38;35217,28;-;-;8525,1;-;-;2430,13;2430,13;62;3,4;1;5,56;
431940 São Pedro do Sul;72;72;91330,25;77784,57;-;-;13545,68;-;-;1268,48;1268,48;449;6,2;9;12,5;
431950 São Sebastião do Caí;146;146;267095,88;219446,57;-;-;47649,31;-;-;1829,42;1829,42;1028;7;8;5,48;
431960 São Sepé;132;132;133986,4;111490,84;-;-;22495,56;-;-;1015,05;1015,05;817;6,2;3;2,27;
431970 São Valentim;30;30;35723,81;28969,39;-;-;6754,42;-;-;1190,79;1190,79;155;5,2;-;-;
431971 São Valentim do Sul;17;17;17827,86;15451,59;-;-;2376,27;-;-;1048,7;1048,7;128;7,5;-;-;
431973 São Valério do Sul;28;28;25459,46;20335,52;-;-;5123,94;-;-;909,27;909,27;129;4,6;-;-;
431975 São Vendelino;5;5;2320,59;1853,18;-;-;467,41;-;-;464,12;464,12;15;3;-;-;
431980 São Vicente do Sul;37;37;29230,55;24308,65;-;-;4921,9;-;-;790,01;790,01;195;5,3;1;2,7;
431990 Sapiranga;376;377;743192,21;628130,54;-;-;115061,67;-;-;1971,33;1976,58;1878;5;19;5,05;
432000 Sapucaia do Sul;652;655;1217272,62;1000178,96;-;-;217093,66;-;-;1858,43;1866,98;3900;6;36;5,52;
432010 Sarandi;67;67;117854,25;97965,12;-;-;19889,13;-;-;1759,02;1759,02;569;8,5;2;2,99;
432020 Seberi;109;109;94014,8;75266,29;-;-;18748,51;-;-;862,52;862,52;455;4,2;5;4,59;
432023 Sede Nova;17;17;28951,77;25569,77;-;-;3382;-;-;1703,05;1703,05;69;4,1;-;-;
432026 Segredo;37;37;47272,28;38115,96;-;-;9156,32;-;-;1277,63;1277,63;189;5,1;2;5,41;
432030 Selbach;18;18;16251,21;13900,63;-;-;2350,58;-;-;902,84;902,84;56;3,1;-;-;
432032 Senador Salgado Filho;16;16;19326,31;17315,17;-;-;2011,14;-;-;1207,89;1207,89;66;4,1;-;-;
432035 Sentinela do Sul;38;38;81144,32;60202,05;-;-;20942,27;-;-;2135,38;2135,38;264;6,9;-;-;
432040 Serafina Corrêa;24;24;80737,42;68082,26;-;-;12655,16;-;-;3364,06;3364,06;185;7,7;1;4,17;
432045 Sério;6;6;22240,75;19228,36;-;-;3012,39;-;-;3706,79;3706,79;63;10,5;1;16,67;
432050 Sertão;43;43;55666,7;45761,16;-;-;9905,54;-;-;1294,57;1294,57;326;7,6;2;4,65;
432055 Sertão Santana;33;33;49609,36;40513,1;-;-;9096,26;-;-;1503,31;1503,31;200;6,1;1;3,03;
432057 Sete de Setembro;13;13;21562;18969,69;-;-;2592,31;-;-;1658,62;1658,62;105;8,1;2;15,38;
432060 Severiano de Almeida;29;29;28243,84;23560,43;-;-;4683,41;-;-;973,93;973,93;112;3,9;1;3,45;
432065 Silveira Martins;7;7;11742,25;10322,98;-;-;1419,27;-;-;1677,46;1677,46;93;13,3;-;-;
432067 Sinimbu;55;55;94089,58;78148,78;-;-;15940,8;-;-;1710,72;1710,72;215;3,9;3;5,45;
432070 Sobradinho;107;107;105355,37;85171,03;-;-;20184,34;-;-;984,63;984,63;412;3,9;5;4,67;
432080 Soledade;171;172;245257,39;196425,71;-;-;48831,68;-;-;1425,92;1434,25;908;5,3;13;7,6;
432085 Tabaí;22;22;20320,78;16439,16;-;-;3881,62;-;-;923,67;923,67;120;5,5;-;-;
432090 Tapejara;125;125;178075,2;146481,21;-;-;31593,99;-;-;1424,6;1424,6;700;5,6;4;3,2;
432100 Tapera;89;89;65720,33;51236,83;-;-;14483,5;-;-;738,43;738,43;375;4,2;5;5,62;
432110 Tapes;113;113;225256,43;192585,06;-;-;32671,37;-;-;1993,42;1993,42;643;5,7;9;7,96;
432120 Taquara;149;149;246265,96;190519,29;-;-;55746,67;-;-;1652,79;1652,79;834;5,6;5;3,36;
432130 Taquari;80;80;116443,37;93643,06;-;-;22800,31;-;-;1455,54;1455,54;417;5,2;6;7,5;
432132 Taquaruçu do Sul;31;31;55835,39;43391,31;-;-;12444,08;-;-;1801,14;1801,14;180;5,8;1;3,23;
432135 Tavares;32;32;24444,22;17443,41;-;-;7000,81;-;-;763,88;763,88;118;3,7;-;-;
432140 Tenente Portela;90;90;107821,07;88688,87;-;-;19132,2;-;-;1198,01;1198,01;389;4,3;2;2,22;
432143 Terra de Areia;38;38;43511,96;35370,83;-;-;8141,13;-;-;1145,05;1145,05;200;5,3;3;7,89;
432145 Teutônia;133;133;147641,12;115292;-;-;32349,12;-;-;1110,08;1110,08;389;2,9;6;4,51;
432146 Tio Hugo;13;13;17960,69;15898,05;-;-;2062,64;-;-;1381,59;1381,59;67;5,2;1;7,69;
432147 Tiradentes do Sul;40;40;114126,53;98940,9;-;-;15185,63;-;-;2853,16;2853,16;254;6,3;2;5;
432149 Toropi;8;8;7137,93;5866,71;-;-;1271,22;-;-;892,24;892,24;29;3,6;-;-;
432150 Torres;242;242;474938,71;396316,67;-;-;78622,04;-;-;1962,56;1962,56;1343;5,5;14;5,79;
432160 Tramandaí;296;296;490069,37;399623,63;-;-;90445,74;-;-;1655,64;1655,64;2070;7;21;7,09;
432162 Travesseiro;17;17;28729,8;25253,19;-;-;3476,61;-;-;1689,99;1689,99;93;5,5;2;11,76;
432163 Três Arroios;7;7;14983,74;12795,76;-;-;2187,98;-;-;2140,53;2140,53;43;6,1;2;28,57;
432166 Três Cachoeiras;39;39;91610,97;70528,04;-;-;21082,93;-;-;2349;2349;310;7,9;2;5,13;
432170 Três Coroas;150;150;145851,75;117420,31;-;-;28431,44;-;-;972,34;972,34;547;3,6;5;3,33;
432180 Três de Maio;102;102;169166,6;144053,73;-;-;25112,87;-;-;1658,5;1658,5;627;6,1;12;11,76;
432183 Três Forquilhas;10;10;19484,4;17009,99;-;-;2474,41;-;-;1948,44;1948,44;69;6,9;1;10;
432185 Três Palmeiras;30;30;41260,41;33171,12;-;-;8089,29;-;-;1375,35;1375,35;165;5,5;1;3,33;
432190 Três Passos;133;133;156321,12;129738,79;-;-;26582,33;-;-;1175,35;1175,35;661;5;6;4,51;
432195 Trindade do Sul;64;64;35699,02;29156,79;-;-;6542,23;-;-;557,8;557,8;258;4;1;1,56;
432200 Triunfo;133;135;230579,25;190022,28;-;-;40556,97;-;-;1707,99;1733,68;868;6,5;9;6,77;
432210 Tucunduva;36;36;32292,3;28621,86;-;-;3670,44;-;-;897,01;897,01;170;4,7;2;5,56;
432215 Tunas;19;19;47799,44;42761,71;-;-;5037,73;-;-;2515,76;2515,76;97;5,1;1;5,26;
432218 Tupanci do Sul;10;10;5179,44;4520,43;-;-;659,01;-;-;517,94;517,94;45;4,5;-;-;
432220 Tupanciretã;96;96;214939,62;172148,24;-;-;42791,38;-;-;2238,95;2238,95;554;5,8;6;6,25;
432225 Tupandi;21;21;20843,99;16098,65;-;-;4745,34;-;-;992,57;992,57;117;5,6;-;-;
432230 Tuparendi;47;47;59459,06;46371,11;-;-;13087,95;-;-;1265,09;1265,09;176;3,7;7;14,89;
432232 Turuçu;18;18;34032,18;28438,69;-;-;5593,49;-;-;1890,68;1890,68;232;12,9;1;5,56;
432234 Ubiretama;16;16;20241,66;16756,56;-;-;3485,1;-;-;1265,1;1265,1;78;4,9;-;-;
432235 União da Serra;5;5;17246,12;12871,67;-;-;4374,45;-;-;3449,22;3449,22;15;3;1;20;
432237 Unistalda;8;8;16110,23;11350,65;-;-;4759,58;-;-;2013,78;2013,78;57;7,1;-;-;
432240 Uruguaiana;392;392;515241,14;420697,34;-;-;94543,8;-;-;1314,39;1314,39;2114;5,4;22;5,61;
432250 Vacaria;244;245;262126,69;214402,84;-;-;47723,85;-;-;1069,9;1074,29;1120;4,6;21;8,61;
432253 Vale do Sol;53;53;59748,53;50700,65;-;-;9047,88;-;-;1127,33;1127,33;255;4,8;7;13,21;
432254 Vale Real;15;15;14080,92;10836,15;-;-;3244,77;-;-;938,73;938,73;57;3,8;-;-;
432252 Vale Verde;20;20;30948,17;24753,48;-;-;6194,69;-;-;1547,41;1547,41;118;5,9;-;-;
432255 Vanini;8;8;16031,06;13389,15;-;-;2641,91;-;-;2003,88;2003,88;60;7,5;-;-;
432260 Venâncio Aires;300;300;484871,2;392036,22;-;-;92834,98;-;-;1616,24;1616,24;1538;5,1;15;5;
432270 Vera Cruz;78;78;87001,66;72088,43;-;-;14913,23;-;-;1115,41;1115,41;324;4,2;12;15,38;
432280 Veranópolis;89;90;160089,9;131025,39;-;-;29064,51;-;-;1778,78;1798,76;438;4,9;8;8,99;
432285 Vespasiano Correa;9;9;11959,11;9058,41;-;-;2900,7;-;-;1328,79;1328,79;64;7,1;1;11,11;
432290 Viadutos;41;41;42596,04;36065,83;-;-;6530,21;-;-;1038,93;1038,93;152;3,7;1;2,44;
432300 Viamão;887;888;1579672,2;1271819,39;-;-;307852,81;-;-;1778,91;1780,92;6357;7,2;74;8,34;
432310 Vicente Dutra;26;26;76011,2;65867,63;-;-;10143,57;-;-;2923,51;2923,51;152;5,8;-;-;
432320 Victor Graeff;15;15;51121,01;44086,9;-;-;7034,11;-;-;3408,07;3408,07;95;6,3;1;6,67;
432330 Vila Flores;12;12;19962,37;15319,6;-;-;4642,77;-;-;1663,53;1663,53;30;2,5;-;-;
432335 Vila Lângaro;14;14;38452,03;35188,14;-;-;3263,89;-;-;2746,57;2746,57;70;5;-;-;
432340 Vila Maria;9;9;10126,42;8877,35;-;-;1249,07;-;-;1125,16;1125,16;32;3,6;-;-;
432345 Vila Nova do Sul;26;26;13742,42;11157,78;-;-;2584,64;-;-;528,55;528,55;92;3,5;3;11,54;
432350 Vista Alegre;18;18;47233,16;35468,91;-;-;11764,25;-;-;2624,06;2624,06;68;3,8;2;11,11;
432360 Vista Alegre do Prata;6;6;3085,95;2447,83;-;-;638,12;-;-;514,33;514,33;16;2,7;2;33,33;
432370 Vista Gaúcha;28;28;49131,72;42534,24;-;-;6597,48;-;-;1754,7;1754,7;143;5,1;1;3,57;
432375 Vitória das Missões;20;20;27831,56;22611,38;-;-;5220,18;-;-;1391,58;1391,58;105;5,3;3;15;
432377 Westfalia;27;27;41440,25;32314,12;-;-;9126,13;-;-;1534,82;1534,82;80;3;-;-;
432380 Xangri-lá;59;59;97782,54;80413,04;-;-;17369,5;-;-;1657,33;1657,33;284;4,8;5;8,47;
500020 Água Clara;72;72;137851,17;113861,11;-;-;23990,06;-;-;1914,6;1914,6;373;5,2;6;8,33;
500025 Alcinópolis;15;15;17898,14;13767,18;-;-;4130,96;-;-;1193,21;1193,21;37;2,5;2;13,33;
500060 Amambai;231;232;143843,72;117436,87;-;-;26406,85;-;-;620,02;622,7;870;3,8;6;2,6;
500070 Anastácio;148;148;127370,64;104355,7;-;-;23014,94;-;-;860,61;860,61;597;4;4;2,7;
500080 Anaurilândia;41;41;27453,66;22934,87;-;-;4518,79;-;-;669,6;669,6;106;2,6;1;2,44;
500085 Angélica;48;49;62168,52;49980,09;-;-;12188,43;-;-;1268,75;1295,18;220;4,6;2;4,17;
500090 Antônio João;48;48;85566,34;66565,43;-;-;19000,91;-;-;1782,63;1782,63;246;5,1;6;12,5;
500100 Aparecida do Taboado;98;98;91946,55;77112,47;-;-;14834,08;-;-;938,23;938,23;439;4,5;2;2,04;
500110 Aquidauana;325;326;319942,49;252829,8;-;-;67112,69;-;-;981,42;984,44;1337;4,1;13;4;
500124 Aral Moreira;69;70;47768,3;38207,65;-;-;9560,65;-;-;682,4;692,29;207;3;-;-;
500150 Bandeirantes;45;46;87019,14;70511,05;-;-;16508,09;-;-;1891,72;1933,76;270;6;2;4,44;
500190 Bataguassu;120;120;97175,91;77172,36;-;-;20003,55;-;-;809,8;809,8;375;3,1;2;1,67;
500200 Batayporã;51;51;35617,21;27056,74;447,16;-;7864,7;-;-;698,38;698,38;160;3,1;2;3,92;
500210 Bela Vista;136;137;143166,77;109616,46;-;-;33550,31;-;-;1045,01;1052,7;631;4,6;5;3,68;
500215 Bodoquena;35;37;66930,74;50722,58;-;-;16208,16;-;-;1808,94;1912,31;265;7,6;3;8,57;
500220 Bonito;133;134;137912,31;117527,93;-;-;20384,38;-;-;1029,2;1036,93;528;4;3;2,26;
500230 Brasilândia;71;71;27883,04;21951,91;-;-;5931,13;-;-;392,72;392,72;189;2,7;1;1,41;
500240 Caarapó;128;128;156975,57;127054,87;-;-;29920,7;-;-;1226,37;1226,37;601;4,7;7;5,47;
500260 Camapuã;56;56;113103,12;92992,73;-;-;20110,39;-;-;2019,7;2019,7;277;4,9;4;7,14;
500270 Campo Grande;3896;3957;7386499,09;5903728,14;-;-;1482770,95;-;-;1866,69;1895,92;25688;6,6;211;5,42;
500280 Caracol;33;33;13699,58;10338,83;-;-;3360,75;-;-;415,14;415,14;103;3,1;2;6,06;
500290 Cassilândia;95;97;123452,83;98623,34;-;-;24829,49;-;-;1272,71;1299,5;470;4,9;5;5,26;
500295 Chapadão do Sul;206;206;233814,86;179165,43;2145,07;-;51375,32;-;-;1135,02;1135,02;675;3,3;6;2,91;
500310 Corguinho;10;10;31799,17;24397,51;-;-;7401,66;-;-;3179,92;3179,92;93;9,3;1;10;
500315 Coronel Sapucaia;111;112;69150,7;54049,8;-;-;15100,9;-;-;617,42;622,98;434;3,9;6;5,41;
500320 Corumbá;595;595;473645,8;370216,38;-;-;103429,42;-;-;796,04;796,04;2342;3,9;38;6,39;
500325 Costa Rica;162;162;219730,64;173890,18;-;-;45840,46;-;-;1356,36;1356,36;668;4,1;5;3,09;
500330 Coxim;195;195;226233,74;181133,54;-;-;45100,2;-;-;1160,17;1160,17;833;4,3;7;3,59;
500345 Deodápolis;33;33;32894,3;24446,53;-;-;8447,77;-;-;996,8;996,8;154;4,7;1;3,03;
500348 Dois Irmãos do Buriti;59;59;63511,01;49368,03;-;-;14142,98;-;-;1076,46;1076,46;199;3,4;-;-;
500350 Douradina;24;24;42865,49;31473,61;-;-;11391,88;-;-;1786,06;1786,06;98;4,1;2;8,33;
500370 Dourados;979;980;1589581,99;1264111,59;-;-;325470,4;-;-;1622,02;1623,68;5435;5,6;80;8,17;
500375 Eldorado;22;22;45374,8;34432,84;-;-;10941,96;-;-;2062,49;2062,49;151;6,9;1;4,55;
500380 Fátima do Sul;145;146;168373,56;140225,22;-;-;28148,34;-;-;1153,24;1161,2;635;4,4;8;5,52;
500390 Figueirão;4;4;11689,63;6489,25;-;-;5200,38;-;-;2922,41;2922,41;55;13,8;1;25;
500400 Glória de Dourados;66;66;71023,42;53014,09;-;-;18009,33;-;-;1076,11;1076,11;249;3,8;2;3,03;
500410 Guia Lopes da Laguna;103;104;77263,23;64638,99;-;-;12624,24;-;-;742,92;750,13;422;4,1;3;2,91;
500430 Iguatemi;112;112;98518,43;78347,03;-;-;20171,4;-;-;879,63;879,63;362;3,2;5;4,46;
500440 Inocência;40;40;48145,17;39973,94;-;-;8171,23;-;-;1203,63;1203,63;164;4,1;4;10;
500450 Itaporã;65;65;74600,94;62298,12;-;-;12302,82;-;-;1147,71;1147,71;305;4,7;2;3,08;
500460 Itaquiraí;68;68;44407,6;34044,43;-;-;10363,17;-;-;653,05;653,05;193;2,8;2;2,94;
500470 Ivinhema;149;149;136306,61;99083,96;3781,74;-;31394,05;-;-;914,81;914,81;538;3,6;4;2,68;
500480 Japorã;80;80;63105,46;53862,35;-;-;9243,11;-;-;788,82;788,82;227;2,8;1;1,25;
500490 Jaraguari;23;23;32934,28;25661,77;-;-;7272,51;-;-;1431,93;1431,93;100;4,3;2;8,7;
500500 Jardim;136;136;94759,2;73841,07;-;-;20918,13;-;-;696,76;696,76;494;3,6;5;3,68;
500510 Jateí;24;24;26394,2;22389,62;-;-;4004,58;-;-;1099,76;1099,76;129;5,4;1;4,17;
500515 Juti;52;52;59154,27;48966,88;-;-;10187,39;-;-;1137,58;1137,58;214;4,1;3;5,77;
500520 Ladário;95;95;53939,52;40922;-;-;13017,52;-;-;567,78;567,78;331;3,5;4;4,21;
500525 Laguna Carapã;25;25;22715,38;18392,63;-;-;4322,75;-;-;908,62;908,62;132;5,3;1;4;
500540 Maracaju;260;261;247567,75;193751,67;-;-;53816,08;-;-;948,54;952,18;1043;4;10;3,85;
500560 Miranda;117;117;106592,08;84207,77;-;-;22384,31;-;-;911,04;911,04;548;4,7;4;3,42;
500568 Mundo Novo;147;147;84700,35;67886,39;-;-;16813,96;-;-;576,19;576,19;310;2,1;5;3,4;
500570 Naviraí;269;270;300494,76;252698,43;-;-;47796,33;-;-;1112,94;1117,08;1585;5,9;13;4,83;
500580 Nioaque;41;41;104624,24;87896,67;-;-;16727,57;-;-;2551,81;2551,81;275;6,7;2;4,88;
500600 Nova Alvorada do Sul;127;127;132447,19;104191,26;-;-;28255,93;-;-;1042,89;1042,89;542;4,3;5;3,94;
500620 Nova Andradina;292;292;239696,47;181860,69;3783,34;-;51553,88;-;-;820,88;820,88;1178;4;8;2,74;
500625 Novo Horizonte do Sul;23;23;11572,11;9217,5;-;-;2354,61;-;-;503,14;503,14;57;2,5;-;-;
500627 Paraíso das Águas;3;3;1387,38;1107,93;-;-;279,45;-;-;462,46;462,46;5;1,7;-;-;
500630 Paranaíba;204;204;190205,93;150930,92;-;-;39275,01;-;-;932,38;932,38;789;3,9;20;9,8;
500635 Paranhos;72;72;73691,27;57598,2;-;-;16093,07;-;-;1023,49;1023,49;351;4,9;-;-;
500640 Pedro Gomes;32;33;42043,6;35280,23;-;-;6763,37;-;-;1274,05;1313,86;131;4,1;1;3,13;
500660 Ponta Porã;550;550;421264,26;328217,99;-;-;93046,27;-;-;765,94;765,94;2092;3,8;23;4,18;
500690 Porto Murtinho;92;92;52775,02;41658,56;-;-;11116,46;-;-;573,64;573,64;319;3,5;4;4,35;
500710 Ribas do Rio Pardo;90;92;157962,85;128170,15;-;-;29792,7;-;-;1716,99;1755,14;585;6,5;3;3,33;
500720 Rio Brilhante;61;62;174278,49;134704,11;-;-;39574,38;-;-;2810,94;2857,02;541;8,9;2;3,28;
500730 Rio Negro;42;42;31868,17;24941,68;-;-;6926,49;-;-;758,77;758,77;186;4,4;-;-;
500740 Rio Verde de Mato Grosso;78;79;112665,2;88395,92;-;-;24269,28;-;-;1426,14;1444,43;379;4,9;2;2,56;
500750 Rochedo;31;32;40053,04;31806,25;-;-;8246,79;-;-;1251,66;1292,03;208;6,7;1;3,23;
500755 Santa Rita do Pardo;9;9;4250,13;3301,18;-;-;948,95;-;-;472,24;472,24;18;2;-;-;
500769 São Gabriel do Oeste;220;220;308321,58;235150,15;-;-;73171,43;-;-;1401,46;1401,46;877;4;3;1,36;
500780 Selvíria;22;24;71302,51;59138,9;-;-;12163,61;-;-;2970,94;3241,02;165;7,5;4;18,18;
500770 Sete Quedas;76;76;58869,14;47237,92;-;-;11631,22;-;-;774,59;774,59;308;4,1;2;2,63;
500790 Sidrolândia;168;171;252556,91;195365,86;-;-;57191,05;-;-;1476,94;1503,31;973;5,8;5;2,98;
500793 Sonora;46;46;44447,5;36633,55;-;-;7813,95;-;-;966,25;966,25;160;3,5;1;2,17;
500795 Tacuru;94;95;92247,33;68900,87;-;-;23346,46;-;-;971,02;981,35;384;4,1;1;1,06;
500797 Taquarussu;21;21;21332,93;17046,44;447,16;-;3590,72;-;-;1015,85;1015,85;74;3,5;1;4,76;
500800 Terenos;62;63;154548,99;123688,05;-;-;30860,94;-;-;2453,16;2492,73;403;6,5;4;6,45;
500830 Três Lagoas;386;389;613299,51;476637,82;-;-;136661,69;-;-;1576,61;1588,86;1676;4,3;28;7,25;
500840 Vicentina;42;42;70307,71;54907,64;-;-;15400,07;-;-;1673,99;1673,99;166;4;2;4,76;
510010 Acorizal;13;13;17943,35;14833,87;-;-;3109,48;-;-;1380,26;1380,26;120;9,2;1;7,69;
510020 Água Boa;26;28;65347,04;54988,43;-;-;10358,61;-;-;2333,82;2513,35;183;7;-;-;
510025 Alta Floresta;228;228;154983,89;119017,49;-;-;35966,4;-;-;679,75;679,75;766;3,4;9;3,95;
510030 Alto Araguaia;76;79;52530,03;42538,13;-;-;9991,9;-;-;664,94;691,18;261;3,4;3;3,95;
510035 Alto Boa Vista;25;25;10847,44;8336,7;-;-;2510,74;-;-;433,9;433,9;53;2,1;-;-;
510040 Alto Garças;21;23;23028,13;18237,52;-;-;4790,61;-;-;1001,22;1096,58;64;3;2;9,52;
510050 Alto Paraguai;14;14;13435,45;10761,36;-;-;2674,09;-;-;959,68;959,68;68;4,9;-;-;
